gene_ID	day_4_vs_day_2_baseMean	day_4_vs_day_2_log2FoldChange	day_4_vs_day_2_lfcSE	day_4_vs_day_2_stat	day_4_vs_day_2_pvalue	day_4_vs_day_2_padj	day_4_vs_day_2_n_zeros
ENSG00000205041	52.2	0.469	0.411	1.14	0.254	0.529	0
ENSG00000138347	2.04	2.43	1.86	1.3	0.193		1
ENSG00000289091	0.926	0.294	2.46	0.12	0.905		2
ENSG00000203772	7	-0.0277	0.908	-0.0305	0.976		0
ENSG00000102710	2630	-0.0178	0.114	-0.157	0.875	0.954	0
ENSG00000108479	395	0.0244	0.166	0.147	0.883	0.956	0
ENSG00000289872	32.3	-0.32	0.448	-0.713	0.476	0.731	0
ENSG00000107745	1180	0.00513	0.115	0.0446	0.964	0.987	0
ENSG00000135596	1970	0.107	0.116	0.92	0.358	0.635	0
ENSG00000157881	587	0.124	0.147	0.846	0.397	0.671	0
ENSG00000290792	471	0.0341	0.188	0.181	0.856	0.946	0
ENSG00000269867	25.5	-0.852	0.516	-1.65	0.0988	0.305	0
ENSG00000188234	212	-0.00864	0.213	-0.0406	0.968	0.989	0
ENSG00000120526	1680	-0.182	0.117	-1.55	0.12	0.344	0
ENSG00000274427	2.59	0.2	1.4	0.142	0.887		0
ENSG00000262966	1.14	0.76	2.16	0.351	0.725		1
ENSG00000172382	29.4	0.0812	0.463	0.175	0.861	0.948	0
ENSG00000123815	571	-0.0516	0.147	-0.352	0.725	0.884	0
ENSG00000117174	882	-0.0407	0.123	-0.331	0.74	0.891	0
ENSG00000074266	1050	0.0685	0.12	0.57	0.568	0.796	0
ENSG00000272461	3.75	-0.188	1.18	-0.16	0.873		0
ENSG00000164007	138	0.02	0.24	0.0833	0.934	0.976	0
ENSG00000119411	168	0.166	0.209	0.794	0.427	0.695	0
ENSG00000232586	32.5	0.351	0.478	0.735	0.462	0.722	0
ENSG00000233237	192	-0.36	0.302	-1.19	0.234	0.504	0
ENSG00000134864	10.9	1.24	0.723	1.71	0.0875	0.283	0
ENSG00000166578	48.3	0.454	0.413	1.1	0.272	0.549	0
ENSG00000105726	1190	-0.161	0.116	-1.39	0.164	0.411	0
ENSG00000254910	1.26	-0.0425	2.36	-0.018	0.986		2
ENSG00000131558	3490	0.284	0.126	2.24	0.0248	0.123	0
ENSG00000285934	0.679	-0.146	2.92	-0.0499	0.96		2
ENSG00000135482	540	-0.237	0.147	-1.62	0.105	0.318	0
ENSG00000274070	3710	-0.555	0.102	-5.44	5.24e-08	2.14e-06	0
ENSG00000141456	2540	-0.195	0.129	-1.51	0.131	0.362	0
ENSG00000187961	191	0.343	0.237	1.45	0.148	0.389	0
ENSG00000166669	423	0.14	0.146	0.958	0.338	0.616	0
ENSG00000198162	2090	0.298	0.105	2.82	0.00475	0.0366	0
ENSG00000196924	46000	-0.0661	0.111	-0.593	0.553	0.785	0
ENSG00000174527	1.71	-1.78	1.98	-0.895	0.371		1
ENSG00000198892	80.7	0.891	0.312	2.86	0.0043	0.034	0
ENSG00000116750	1100	-0.218	0.137	-1.59	0.112	0.329	0
ENSG00000176946	979	-0.216	0.129	-1.68	0.0925	0.293	0
ENSG00000167797	323	-0.284	0.166	-1.71	0.0866	0.281	0
ENSG00000174021	1080	-0.0737	0.147	-0.503	0.615	0.824	0
ENSG00000004468	5.79	-0.365	0.967	-0.377	0.706		0
ENSG00000176046	3.6	1.18	1.24	0.949	0.342		0
ENSG00000074181	5470	0.0974	0.118	0.826	0.409	0.681	0
ENSG00000289543	10.2	0.458	0.757	0.606	0.545	0.78	0
ENSG00000117133	1410	-0.29	0.134	-2.17	0.0301	0.14	0
ENSG00000269189	22.7	-0.548	0.556	-0.985	0.324	0.604	0
ENSG00000116473	684	-0.229	0.138	-1.66	0.0976	0.303	0
ENSG00000177738	18.2	-0.0817	0.585	-0.14	0.889	0.958	0
ENSG00000143171	10.5	0.541	0.765	0.708	0.479	0.733	0
ENSG00000164764	10.3	0.182	0.812	0.224	0.823	0.931	0
ENSG00000285151	1.53	-0.66	1.87	-0.352	0.725		0
ENSG00000132383	1710	-0.0136	0.132	-0.103	0.918	0.969	0
ENSG00000271576	47.9	0.292	0.371	0.787	0.431	0.698	0
ENSG00000229152	271	-0.405	0.244	-1.66	0.0972	0.302	0
ENSG00000112146	573	-0.121	0.141	-0.858	0.391	0.665	0
ENSG00000162885	1430	-0.178	0.115	-1.55	0.121	0.344	0
ENSG00000166888	987	0.0393	0.128	0.307	0.759	0.899	0
ENSG00000267890	12	-1.48	0.715	-2.06	0.039	0.166	0
ENSG00000157557	738	0.0666	0.13	0.511	0.609	0.82	0
ENSG00000231738	1.93	-0.322	1.82	-0.177	0.859		1
ENSG00000177807	14.8	-1.27	0.682	-1.87	0.062	0.227	0
ENSG00000261794	43.4	-0.413	0.404	-1.02	0.307	0.587	0
ENSG00000283787	1.13	-0.178	2.14	-0.0833	0.934		1
ENSG00000179938	3.74	1.52	1.23	1.24	0.216		0
ENSG00000161980	840	-0.266	0.176	-1.51	0.131	0.361	0
ENSG00000135441	1120	-0.141	0.178	-0.789	0.43	0.697	0
ENSG00000290765	3.62	1.08	1.42	0.758	0.448		1
ENSG00000069812	11.1	1.14	0.723	1.58	0.113	0.332	0
ENSG00000225968	54.9	0.771	0.355	2.17	0.0297	0.139	0
ENSG00000149735	7.23	-0.86	0.95	-0.906	0.365		0
ENSG00000137207	964	0.0504	0.15	0.336	0.737	0.89	0
ENSG00000144199	450	-0.113	0.166	-0.683	0.495	0.744	0
ENSG00000157613	240	0.61	0.198	3.07	0.00212	0.0199	0
ENSG00000136848	2010	0.0729	0.108	0.677	0.498	0.747	0
ENSG00000148606	2350	-0.221	0.107	-2.07	0.0386	0.165	0
ENSG00000139132	4740	-0.153	0.107	-1.42	0.155	0.399	0
ENSG00000289614	23.2	-0.392	0.529	-0.742	0.458	0.719	0
ENSG00000247228	2.49	-0.126	1.49	-0.0844	0.933		0
ENSG00000281026	255	0.245	0.283	0.868	0.386	0.661	0
ENSG00000134186	1990	-0.147	0.114	-1.29	0.196	0.456	0
ENSG00000134256	26.9	-0.159	0.487	-0.327	0.744	0.893	0
ENSG00000197408	1.6	-0.613	1.97	-0.311	0.755		1
ENSG00000223356	2.21	-0.701	1.65	-0.425	0.671		0
ENSG00000286850	2.98	1.86	1.53	1.22	0.224		1
ENSG00000185133	106	-0.257	0.251	-1.02	0.306	0.585	0
ENSG00000180138	1.28	-0.668	2.2	-0.304	0.761		2
ENSG00000119559	489	-0.0393	0.182	-0.216	0.829	0.934	0
ENSG00000142961	64.8	0.138	0.32	0.431	0.666	0.855	0
ENSG00000257550	3.42	-0.884	1.24	-0.713	0.476		0
ENSG00000152078	127	-0.023	0.268	-0.0859	0.932	0.975	0
ENSG00000158816	23.8	-0.36	0.496	-0.725	0.469	0.726	0
ENSG00000188032	1.14	-0.00219	2.17	-0.00101	0.999		1
ENSG00000147231	69.3	-0.463	0.305	-1.52	0.129	0.358	0
ENSG00000156876	964	-0.0994	0.139	-0.713	0.476	0.731	0
ENSG00000120253	2580	-0.144	0.111	-1.3	0.193	0.452	0
ENSG00000197223	478	-0.114	0.152	-0.752	0.452	0.714	0
ENSG00000154027	118	-0.433	0.238	-1.82	0.0685	0.241	0
ENSG00000286380	17.1	-0.394	0.669	-0.589	0.556	0.787	0
ENSG00000287870	3.1	0.556	1.39	0.401	0.689		0
ENSG00000188033	457	0.173	0.146	1.19	0.235	0.506	0
ENSG00000198746	408	-0.0647	0.166	-0.389	0.697	0.87	0
ENSG00000050327	1100	-0.241	0.134	-1.8	0.0722	0.25	0
ENSG00000136167	118	3.64	1.32	2.76	0.0058	0.043	0
ENSG00000186710	1.29	-2.8	2.31	-1.21	0.227		2
ENSG00000135387	16500	-0.264	0.0969	-2.73	0.00639	0.046	0
ENSG00000008283	386	-0.0652	0.152	-0.429	0.668	0.856	0
ENSG00000132128	1180	0.121	0.118	1.03	0.303	0.582	0
ENSG00000173486	664	-0.0654	0.144	-0.456	0.649	0.844	0
ENSG00000230498	9.6	0.834	0.879	0.948	0.343	0.62	0
ENSG00000165794	4.89	1.06	1.23	0.861	0.389		1
ENSG00000156232	135	0.245	0.231	1.06	0.289	0.568	0
ENSG00000272855	2.57	-1.51	1.63	-0.923	0.356		1
ENSG00000151632	5.74	1.45	1.09	1.33	0.182		0
ENSG00000113734	272	-0.0844	0.228	-0.37	0.711	0.877	0
ENSG00000184005	791	0.174	0.138	1.26	0.206	0.469	0
ENSG00000148288	128	-0.278	0.275	-1.01	0.311	0.591	0
ENSG00000237310	22.7	0.122	0.49	0.25	0.803	0.923	0
ENSG00000224982	0.998	0.994	2.49	0.4	0.689		2
ENSG00000091127	2130	-0.453	0.109	-4.17	3.07e-05	0.000603	0
ENSG00000184613	1360	-0.203	0.121	-1.67	0.0951	0.298	0
ENSG00000126733	58.3	-0.083	0.339	-0.245	0.807	0.925	0
ENSG00000259256	1.08	1.19	2.38	0.5	0.617		2
ENSG00000198315	2320	0.0942	0.105	0.895	0.371	0.647	0
ENSG00000167523	343	-0.0578	0.203	-0.285	0.775	0.908	0
ENSG00000116273	1320	-0.205	0.12	-1.7	0.0882	0.284	0
ENSG00000254635	485	0.491	0.177	2.78	0.00551	0.0413	0
ENSG00000099866	19.7	-0.342	0.56	-0.611	0.541	0.778	0
ENSG00000233077	1.15	-0.668	2.42	-0.276	0.783		2
ENSG00000260971	8.65	-0.887	0.898	-0.988	0.323	0.602	0
ENSG00000160094	621	0.278	0.145	1.91	0.0558	0.213	0
ENSG00000128340	29.9	0.468	0.466	1	0.315	0.595	0
ENSG00000123364	1.63	0.203	1.71	0.119	0.906		0
ENSG00000125898	184	-0.0149	0.204	-0.0733	0.942	0.978	0
ENSG00000116791	538	-0.167	0.148	-1.12	0.262	0.538	0
ENSG00000182473	4530	-0.152	0.0985	-1.54	0.124	0.349	0
ENSG00000244332	6.15	-0.885	1.07	-0.826	0.409		0
ENSG00000162621	1.03	-0.522	2.37	-0.22	0.826		1
ENSG00000148672	4060	0.303	0.111	2.74	0.00623	0.0453	0
ENSG00000235726	56.4	0.582	0.355	1.64	0.101	0.309	0
ENSG00000162923	3770	-0.108	0.11	-0.979	0.327	0.606	0
ENSG00000160401	3.05	2.67	1.66	1.6	0.109		1
ENSG00000270231	98.3	0.809	0.324	2.5	0.0125	0.0744	0
ENSG00000264522	1350	-0.0416	0.12	-0.346	0.73	0.886	0
ENSG00000112697	3030	-0.0476	0.1	-0.475	0.635	0.835	0
ENSG00000116962	1020	-0.156	0.136	-1.15	0.251	0.525	0
ENSG00000113580	282	-0.498	0.191	-2.61	0.00898	0.0592	0
ENSG00000215817	12.5	0.572	0.712	0.805	0.421	0.69	0
ENSG00000115541	5210	-0.335	0.139	-2.4	0.0163	0.0913	0
ENSG00000137812	3460	-0.0463	0.101	-0.458	0.647	0.843	0
ENSG00000268618	0.641	0.154	2.87	0.0535	0.957		2
ENSG00000229278	5.83	-0.462	0.967	-0.478	0.633		0
ENSG00000172548	1.58	-1.04	2.18	-0.477	0.633		2
ENSG00000215845	818	-0.073	0.194	-0.377	0.706	0.875	0
ENSG00000085491	1030	-0.211	0.119	-1.78	0.0751	0.256	0
ENSG00000260000	43.2	0.359	0.364	0.985	0.325	0.604	0
ENSG00000147889	0.982	1.33	2.29	0.582	0.561		1
ENSG00000132026	16.5	0.406	0.581	0.699	0.484	0.737	0
ENSG00000118454	1280	-0.0078	0.121	-0.0645	0.949	0.981	0
ENSG00000067191	162	-0.319	0.235	-1.36	0.175	0.426	0
ENSG00000206535	228	0.223	0.181	1.23	0.218	0.484	0
ENSG00000084636	130	0.361	0.284	1.27	0.203	0.466	0
ENSG00000151151	931	-0.19	0.124	-1.53	0.127	0.355	0
ENSG00000258695	2.59	-0.562	1.47	-0.382	0.703		0
ENSG00000260586	5.91	1.04	1.01	1.03	0.301		0
ENSG00000287168	2.28	0.00539	1.65	0.00327	0.997		1
ENSG00000245904	60.1	0.407	0.31	1.31	0.189	0.447	0
ENSG00000189292	38.7	-2.08	0.426	-4.89	1.02e-06	3.04e-05	0
ENSG00000180346	281	0.629	0.179	3.51	0.000446	0.00576	0
ENSG00000065328	2290	-0.371	0.103	-3.59	0.000331	0.00457	0
ENSG00000214274	25.7	-0.39	0.47	-0.83	0.407	0.679	0
ENSG00000203392	16.4	1.12	0.642	1.74	0.0813	0.269	0
ENSG00000277399	6.24	1.07	1.01	1.06	0.291		0
ENSG00000289002	2.62	0.0763	1.45	0.0527	0.958		0
ENSG00000162882	64.1	0.244	0.324	0.754	0.451	0.713	0
ENSG00000198835	1.42	0.862	2.08	0.414	0.679		2
ENSG00000269859	2.39	0.282	1.51	0.186	0.852		1
ENSG00000266028	1910	0.411	0.128	3.22	0.0013	0.0136	0
ENSG00000156973	477	0.291	0.156	1.86	0.0628	0.228	0
ENSG00000009724	10.3	0.234	0.749	0.312	0.755	0.897	0
ENSG00000158470	3640	-0.194	0.122	-1.59	0.111	0.328	0
ENSG00000180198	4000	-0.15	0.153	-0.983	0.325	0.605	0
ENSG00000136161	411	0.239	0.161	1.49	0.137	0.372	0
ENSG00000006282	125	0.338	0.242	1.39	0.163	0.41	0
ENSG00000110047	654	-0.254	0.135	-1.87	0.0609	0.224	0
ENSG00000196118	32.1	0.29	0.451	0.645	0.519	0.762	0
ENSG00000086827	798	-0.352	0.129	-2.74	0.00621	0.0451	0
ENSG00000160856	0.67	0.0462	2.88	0.016	0.987		2
ENSG00000173917	1.25	0.841	2.36	0.356	0.722		2
ENSG00000116704	205	0.152	0.188	0.811	0.417	0.688	0
ENSG00000166169	637	-0.0394	0.13	-0.304	0.761	0.901	0
ENSG00000152763	22.3	0.129	0.531	0.243	0.808	0.925	0
ENSG00000168283	543	-0.555	0.143	-3.87	0.00011	0.0018	0
ENSG00000134294	9740	-0.3	0.106	-2.82	0.00481	0.037	0
ENSG00000128699	815	-0.251	0.125	-2.01	0.0448	0.183	0
ENSG00000152942	1430	-0.0667	0.113	-0.591	0.555	0.786	0
ENSG00000233930	6.04	-0.893	1.04	-0.859	0.39		0
ENSG00000203721	77.5	-0.942	0.308	-3.06	0.00221	0.0205	0
ENSG00000242622	121	0.0307	0.246	0.125	0.901	0.962	0
ENSG00000099899	526	-0.14	0.152	-0.915	0.36	0.637	0
ENSG00000132196	259	-0.137	0.182	-0.755	0.45	0.713	0
ENSG00000246273	144	-0.0162	0.221	-0.0732	0.942	0.978	0
ENSG00000121931	1210	0.055	0.145	0.379	0.704	0.874	0
ENSG00000275880	4.13	-0.898	1.16	-0.777	0.437		0
ENSG00000203710	11.4	-0.737	0.706	-1.04	0.297	0.576	0
ENSG00000228784	39.5	0.0759	0.435	0.174	0.862	0.948	0
ENSG00000167644	204	-0.636	0.204	-3.11	0.00184	0.0179	0
ENSG00000173673	523	-0.0521	0.15	-0.348	0.728	0.885	0
ENSG00000169418	85.3	0.487	0.28	1.74	0.0814	0.27	0
ENSG00000226891	26.2	0.406	0.528	0.77	0.441	0.705	0
ENSG00000278698	1.01	1.11	2.3	0.481	0.631		1
ENSG00000019505	676	0.216	0.141	1.53	0.125	0.351	0
ENSG00000151491	226	0.162	0.193	0.84	0.401	0.675	0
ENSG00000259033	65.9	-0.109	0.336	-0.325	0.745	0.893	0
ENSG00000136261	1560	-0.197	0.123	-1.59	0.111	0.328	0
ENSG00000162437	1080	-0.255	0.135	-1.89	0.0588	0.219	0
ENSG00000284928	0.847	2.16	2.61	0.828	0.407		2
ENSG00000185483	4910	-0.0897	0.11	-0.818	0.413	0.684	0
ENSG00000077348	467	-0.315	0.174	-1.81	0.0705	0.246	0
ENSG00000100316	64900	0.0864	0.129	0.671	0.502	0.75	0
ENSG00000256196	1.2	-0.822	2.39	-0.344	0.731		2
ENSG00000151743	149	0.766	0.224	3.41	0.00064	0.00769	0
ENSG00000143367	305	0.0465	0.188	0.248	0.804	0.924	0
ENSG00000137713	2720	-0.201	0.133	-1.51	0.132	0.363	0
ENSG00000196544	47.5	-0.27	0.35	-0.771	0.441	0.705	0
ENSG00000196167	45.7	0.00169	0.458	0.00368	0.997	0.999	0
ENSG00000288879	40.8	-0.266	0.402	-0.661	0.509	0.755	0
ENSG00000230426	2.93	0.718	1.48	0.485	0.627		1
ENSG00000185860	0.676	1.72	2.82	0.612	0.541		2
ENSG00000152760	11.2	0.0877	0.692	0.127	0.899	0.961	0
ENSG00000132854	16.8	0.132	0.585	0.226	0.821	0.93	0
ENSG00000203965	112	0.322	0.265	1.21	0.225	0.494	0
ENSG00000226950	3460	-0.249	0.138	-1.8	0.0712	0.247	0
ENSG00000156970	6360	-0.252	0.107	-2.34	0.0192	0.103	0
ENSG00000102786	3840	-0.00209	0.12	-0.0174	0.986	0.994	0
ENSG00000277767	23.1	0.568	0.532	1.07	0.286	0.565	0
ENSG00000125459	683	-0.315	0.141	-2.23	0.0258	0.126	0
ENSG00000013561	459	0.263	0.148	1.77	0.0761	0.259	0
ENSG00000172031	3.21	-0.685	1.29	-0.533	0.594		0
ENSG00000173145	2330	-0.279	0.103	-2.7	0.00699	0.0492	0
ENSG00000126698	4720	-0.153	0.118	-1.3	0.195	0.455	0
ENSG00000289452	0.623	-0.947	2.88	-0.329	0.742		2
ENSG00000161547	7750	-0.468	0.1	-4.67	2.97e-06	7.86e-05	0
ENSG00000274904	1.98	0.014	1.62	0.00861	0.993		0
ENSG00000271200	4.01	-0.707	1.16	-0.611	0.541		0
ENSG00000162066	461	-0.191	0.223	-0.858	0.391	0.666	0
ENSG00000254093	1090	-0.462	0.156	-2.96	0.00309	0.0264	0
ENSG00000289628	13	-0.761	0.692	-1.1	0.271	0.547	0
ENSG00000164318	9.9	0.703	0.762	0.922	0.357	0.634	0
ENSG00000287182	2.51	0.582	1.46	0.399	0.69		0
ENSG00000157766	38.9	-0.282	0.383	-0.738	0.461	0.72	0
ENSG00000162604	392	-0.0606	0.183	-0.332	0.74	0.891	0
ENSG00000260634	2.4	-0.167	1.59	-0.105	0.916		1
ENSG00000168159	1960	-0.667	0.124	-5.36	8.11e-08	3.14e-06	0
ENSG00000267277	12.5	0.195	0.763	0.255	0.799	0.92	0
ENSG00000226674	69.4	0.557	0.38	1.47	0.143	0.38	0
ENSG00000121486	1200	0.136	0.122	1.11	0.265	0.541	0
ENSG00000213920	205	-0.0369	0.234	-0.158	0.875	0.954	0
ENSG00000185052	20.9	0.233	0.514	0.452	0.651	0.847	0
ENSG00000072121	1780	-0.0639	0.119	-0.537	0.592	0.81	0
ENSG00000170075	6.51	0.372	0.955	0.389	0.697		0
ENSG00000160867	423	-0.086	0.159	-0.542	0.588	0.808	0
ENSG00000177663	323	-0.166	0.181	-0.916	0.36	0.637	0
ENSG00000163013	449	-0.0248	0.155	-0.16	0.873	0.953	0
ENSG00000197070	298	0.242	0.193	1.26	0.209	0.473	0
ENSG00000286984	3.33	1.24	1.35	0.922	0.356		0
ENSG00000131981	152	-0.532	0.21	-2.54	0.0111	0.0687	0
ENSG00000178449	219	-0.158	0.189	-0.836	0.403	0.676	0
ENSG00000176871	1200	-0.429	0.121	-3.54	0.000403	0.00528	0
ENSG00000177191	16.5	0.194	0.624	0.311	0.756	0.897	0
ENSG00000257315	2750	-0.00629	0.108	-0.058	0.954	0.983	0
ENSG00000160741	299	0.115	0.193	0.594	0.552	0.784	0
ENSG00000127603	27400	0.0931	0.106	0.882	0.378	0.654	0
ENSG00000142102	789	0.364	0.441	0.824	0.41	0.682	0
ENSG00000180730	2970	2.96	0.363	8.16	3.32e-16	4.46e-14	0
ENSG00000273221	2.22	0.458	1.69	0.271	0.786		1
ENSG00000021300	848	0.793	0.136	5.82	5.94e-09	2.98e-07	0
ENSG00000166321	43.6	-0.013	0.379	-0.0342	0.973	0.99	0
ENSG00000174885	2.08	0.24	1.54	0.156	0.876		0
ENSG00000135436	5.98	0.426	0.976	0.436	0.663		0
ENSG00000183598	1170	-0.648	0.366	-1.77	0.077	0.26	0
ENSG00000170209	1.49	0.0535	2.24	0.0238	0.981		2
ENSG00000234807	4.61	-1.11	1.13	-0.978	0.328		0
ENSG00000197816	329	0.356	0.253	1.41	0.159	0.405	0
ENSG00000265972	696	0.877	0.131	6.72	1.86e-11	1.41e-09	0
ENSG00000164022	1860	0.104	0.117	0.892	0.373	0.649	0
ENSG00000100258	280	0.168	0.178	0.944	0.345	0.622	0
ENSG00000116918	1350	-0.0993	0.135	-0.737	0.461	0.721	0
ENSG00000170889	19300	0.0266	0.329	0.0809	0.936	0.976	0
ENSG00000162601	4650	-0.0598	0.137	-0.437	0.662	0.853	0
ENSG00000127362	73	0.318	0.371	0.855	0.392	0.667	0
ENSG00000290945	143	0.248	0.26	0.954	0.34	0.617	0
ENSG00000253390	1.43	-0.509	1.96	-0.26	0.795		1
ENSG00000112320	392	0.446	0.17	2.62	0.00869	0.058	0
ENSG00000116016	311	3.11	0.918	3.38	0.000714	0.00837	0
ENSG00000151062	25.6	1.78	0.573	3.1	0.00194	0.0186	0
ENSG00000152779	242	1.03	0.221	4.65	3.4e-06	8.8e-05	0
ENSG00000105610	13.1	-0.162	0.692	-0.235	0.814	0.928	0
ENSG00000235643	2.17	0.176	1.52	0.115	0.908		0
ENSG00000197008	1780	0.104	0.138	0.752	0.452	0.714	0
ENSG00000134825	487	-0.206	0.216	-0.952	0.341	0.618	0
ENSG00000169918	133	0.194	0.222	0.874	0.382	0.658	0
ENSG00000058668	4320	0.647	0.109	5.93	3.12e-09	1.63e-07	0
ENSG00000188107	3.79	-0.0406	1.24	-0.0326	0.974		0
ENSG00000141576	772	-0.18	0.127	-1.41	0.158	0.404	0
ENSG00000117586	16.7	0.694	0.577	1.2	0.229	0.498	0
ENSG00000234390	16.6	-0.645	0.632	-1.02	0.308	0.587	0
ENSG00000163541	1170	-0.197	0.156	-1.26	0.209	0.472	0
ENSG00000163347	42.6	-0.85	0.407	-2.09	0.0368	0.16	0
ENSG00000110367	15400	-0.2	0.11	-1.81	0.0705	0.246	0
ENSG00000160613	1020	-0.29	0.121	-2.39	0.0169	0.0936	0
ENSG00000230587	2.87	-0.833	1.62	-0.516	0.606		1
ENSG00000289527	131	-1.15	0.252	-4.57	4.88e-06	0.000121	0
ENSG00000196655	496	-0.347	0.146	-2.37	0.0177	0.0973	0
ENSG00000181085	58.9	0.593	0.379	1.57	0.118	0.34	0
ENSG00000124839	20.3	-0.224	0.579	-0.387	0.699	0.871	0
ENSG00000167244	24.9	1.42	0.51	2.78	0.00545	0.041	0
ENSG00000290092	9.43	-3.36	1.13	-2.97	0.00297	0.0256	2
ENSG00000179241	816	0.25	0.124	2.02	0.0432	0.179	0
ENSG00000275805	11	0.696	0.776	0.897	0.37	0.646	0
ENSG00000162592	1.6	-0.0853	2.01	-0.0425	0.966		1
ENSG00000183853	1750	0.128	0.111	1.15	0.249	0.523	0
ENSG00000273489	293	-0.185	0.582	-0.318	0.75	0.896	0
ENSG00000232677	2470	-0.109	0.11	-0.991	0.321	0.601	0
ENSG00000047597	144	-0.838	0.229	-3.66	0.000255	0.00367	0
ENSG00000102854	3.08	1.73	1.4	1.23	0.217		0
ENSG00000175215	2890	-0.111	0.128	-0.867	0.386	0.661	0
ENSG00000290548	996	0.0842	0.206	0.41	0.682	0.863	0
ENSG00000162399	3.73	0.0418	1.39	0.0301	0.976		1
ENSG00000212907	6290	-0.227	0.18	-1.26	0.208	0.472	0
ENSG00000224531	333	0.00818	0.157	0.0522	0.958	0.985	0
ENSG00000049759	3950	-0.25	0.113	-2.21	0.027	0.13	0
ENSG00000285867	1.59	-0.722	1.85	-0.391	0.696		1
ENSG00000260400	210	-0.37	0.205	-1.8	0.0716	0.249	0
ENSG00000162618	3.87	0.332	1.17	0.283	0.777		0
ENSG00000145241	1350	0.237	0.148	1.6	0.11	0.326	0
ENSG00000291232	7.91	0.982	0.842	1.17	0.243	0.515	0
ENSG00000186063	3500	-0.211	0.104	-2.04	0.0416	0.175	0
ENSG00000185974	13.6	0.735	0.684	1.07	0.283	0.561	0
ENSG00000258944	7.34	-1.39	0.978	-1.42	0.156		0
ENSG00000135837	5870	-0.0254	0.106	-0.24	0.811	0.926	0
ENSG00000249158	345	-0.248	0.188	-1.32	0.187	0.444	0
ENSG00000261183	47.6	-0.14	0.357	-0.393	0.694	0.869	0
ENSG00000171163	439	0.359	0.185	1.95	0.0515	0.202	0
ENSG00000253729	46000	-0.2	0.105	-1.91	0.0556	0.212	0
ENSG00000109103	735	0.195	0.132	1.48	0.14	0.376	0
ENSG00000116133	3950	-0.536	0.112	-4.77	1.8e-06	5.1e-05	0
ENSG00000287920	5.26	-0.734	1.04	-0.706	0.48		0
ENSG00000181467	1350	-0.0768	0.128	-0.601	0.548	0.783	0
ENSG00000143226	2.24	0.46	1.59	0.29	0.772		0
ENSG00000178184	342	0.0687	0.173	0.397	0.691	0.868	0
ENSG00000186951	659	0.203	0.15	1.35	0.176	0.428	0
ENSG00000285755	3.98	1.32	1.28	1.03	0.303		0
ENSG00000155761	9.85	0.757	0.805	0.94	0.347	0.625	0
ENSG00000287587	0.676	1.72	2.82	0.612	0.541		2
ENSG00000163159	2450	-0.0904	0.148	-0.609	0.542	0.779	0
ENSG00000286389	14.8	0.141	0.7	0.201	0.84	0.939	0
ENSG00000187522	1250	-0.314	0.131	-2.41	0.0161	0.0905	0
ENSG00000111696	781	0.135	0.142	0.95	0.342	0.62	0
ENSG00000196465	1470	0.00912	0.193	0.0472	0.962	0.986	0
ENSG00000112787	783	-0.543	0.125	-4.34	1.43e-05	0.000308	0
ENSG00000139291	208	0.288	0.189	1.53	0.127	0.355	0
ENSG00000107798	206	0.233	0.21	1.11	0.267	0.543	0
ENSG00000273554	4.81	0.192	1.03	0.185	0.853		0
ENSG00000243725	869	-0.163	0.157	-1.04	0.299	0.578	0
ENSG00000101695	618	-0.192	0.144	-1.33	0.183	0.437	0
ENSG00000275936	2.14	-0.98	1.92	-0.509	0.611		2
ENSG00000109079	533	0.0712	0.153	0.466	0.641	0.839	0
ENSG00000058673	3050	0.0624	0.124	0.504	0.614	0.824	0
ENSG00000230156	1.16	0.441	2.16	0.204	0.838		1
ENSG00000160551	14700	0.0337	0.0928	0.363	0.716	0.879	0
ENSG00000149532	2810	-0.137	0.0999	-1.37	0.172	0.421	0
ENSG00000105641	38.3	0.771	0.401	1.93	0.0542	0.209	0
ENSG00000198625	2890	0.0261	0.139	0.189	0.85	0.944	0
ENSG00000103546	3.01	-2.26	1.58	-1.43	0.152		1
ENSG00000160753	557	0.0897	0.138	0.648	0.517	0.76	0
ENSG00000253652	1.91	1.08	1.81	0.594	0.553		1
ENSG00000198492	4410	-0.277	0.106	-2.62	0.00886	0.0586	0
ENSG00000158292	225	0.779	0.183	4.25	2.13e-05	0.000437	0
ENSG00000034053	460	0.654	0.159	4.12	3.82e-05	0.000724	0
ENSG00000082781	2080	0.23	0.109	2.11	0.0352	0.155	0
ENSG00000270091	10.1	0.318	0.792	0.402	0.687	0.866	0
ENSG00000143322	2950	0.135	0.104	1.3	0.194	0.454	0
ENSG00000107984	9.18	1.87	0.857	2.18	0.0293	0.138	0
ENSG00000139372	2170	-0.36	0.113	-3.19	0.00141	0.0144	0
ENSG00000163472	40.6	0.322	0.399	0.807	0.42	0.689	0
ENSG00000113595	758	-0.206	0.125	-1.64	0.101	0.308	0
ENSG00000133703	4830	-0.169	0.107	-1.58	0.114	0.333	0
ENSG00000123360	17.6	1.14	0.579	1.97	0.049	0.196	0
ENSG00000157211	1.61	0.975	1.72	0.566	0.571		0
ENSG00000143632	216	0.462	0.624	0.741	0.459	0.719	0
ENSG00000139973	63	-0.567	0.315	-1.8	0.0724	0.25	0
ENSG00000232811	0.676	1.72	2.82	0.612	0.541		2
ENSG00000285803	1.21	0.0664	2.19	0.0304	0.976		1
